group_id,worldsensing_node_id,channel,initial_exceedance,started_at,ended_at,direction,lower_threshold,upper_threshold
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,6.333333333,2023-10-17 13:43:19,2023-10-17 15:49:09,UPPER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,40,2023-10-17 14:23:34,2023-10-17 19:29:59,UPPER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,10,2023-10-18 12:32:39,2023-10-18 12:32:50,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,4,2023-10-18 12:48:23,2023-10-18 12:55:51,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,26.66666667,2023-10-18 13:33:36,2023-10-18 13:45:47,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,4.333333333,2023-10-18 13:50:34,2023-10-18 14:00:36,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,36.66666667,2023-10-19 13:31:04,2023-10-19 13:43:44,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,16.66666667,2023-10-19 13:52:34,2023-10-19 14:08:35,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,0.1333333333,2023-10-20 8:48:36,2023-10-20 8:50:34,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,0.6666666667,2023-10-20 8:50:36,2023-10-20 8:51:16,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,2.333333333,2023-10-20 14:24:59,2023-10-20 14:25:12,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,16.66666667,2023-10-23 9:17:04,2023-10-23 9:17:23,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,3,2023-10-23 14:52:05,2023-10-23 14:52:24,LOWER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,50,2023-11-08 13:31:28,2023-11-08 13:31:35,UPPER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,50.3095,2023-11-08 13:32:12,2023-11-08 13:36:28,UPPER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,78.5677,2023-10-16 19:51:44,2023-10-17 13:34:42,UPPER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,6.333333333,2023-10-17 13:43:19,2023-10-17 15:49:09,UPPER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,40,2023-10-17 14:23:34,2023-10-17 15:49:09,UPPER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,10,2023-10-18 12:32:39,2023-10-18 12:32:50,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,4,2023-10-18 12:48:23,2023-10-18 12:55:51,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,26.66666667,2023-10-18 13:33:36,2023-10-18 13:45:47,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,4.333333333,2023-10-18 13:50:34,2023-10-18 14:00:36,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,36.66666667,2023-10-19 13:31:04,2023-10-19 13:43:44,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,16.66666667,2023-10-19 13:52:34,2023-10-19 14:08:35,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,0.1333333333,2023-10-20 8:48:36,2023-10-20 8:50:34,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,0.6666666667,2023-10-20 8:50:36,2023-10-20 8:51:16,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,2.333333333,2023-10-20 14:24:59,2023-10-20 14:25:12,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,16.66666667,2023-10-23 9:17:04,2023-10-23 9:17:23,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,3,2023-10-23 14:52:05,2023-10-23 14:52:24,LOWER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,50,2023-11-08 13:31:28,2023-11-08 13:31:35,UPPER,-51,50
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,50.3095,2023-11-08 13:32:12,2023-11-08 13:36:28,UPPER,-51,50
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.1,2023-10-18 12:48:23,2023-10-18 12:55:51,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.2,2023-10-18 13:33:37,2023-10-18 13:33:54,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.2,2023-10-18 13:50:36,2023-10-18 13:50:53,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.03,2023-10-19 13:31:06,2023-10-19 13:31:26,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.09666666667,2023-10-19 13:52:34,2023-10-19 14:08:35,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.02,2023-10-19 15:01:32,2023-10-19 15:05:21,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.2666666667,2023-10-19 17:56:51,2023-10-19 18:00:16,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.6,2023-10-20 8:37:01,2023-10-20 8:39:58,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,1,2023-10-20 8:48:11,2023-10-20 8:51:16,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.1333333333,2023-10-20 8:50:34,2023-10-20 8:51:16,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.3333333333,2023-10-20 8:50:36,2023-10-20 8:51:16,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.1393,2023-10-20 8:51:39,2023-10-20 8:57:50,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,2,2023-10-20 9:54:30,2023-10-20 9:56:54,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.4,2023-10-20 14:24:57,2023-10-20 14:40:22,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,8,2023-10-23 9:17:03,2023-10-23 9:20:30,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,1,2023-10-23 14:52:03,2023-10-23 14:55:49,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,1.333333333,2023-10-23 15:07:50,2023-10-23 15:10:16,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.1333333333,2023-10-24 8:13:09,2023-10-24 8:15:40,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.4666666667,2023-10-24 10:03:56,2023-10-24 10:07:00,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.3666666667,2023-10-24 11:13:02,2023-10-24 11:15:12,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.4666666667,2023-10-24 15:03:09,2023-10-24 15:07:25,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.2333333333,2023-11-03 10:01:49,2023-11-03 10:04:34,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,0.3,2023-11-08 13:31:26,2023-11-08 13:36:28,UPPER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,1,30,2023-11-08 13:31:28,2023-11-08 13:36:28,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.1,2023-10-18 12:48:23,2023-10-18 12:55:51,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.2,2023-10-18 13:33:37,2023-10-18 13:33:54,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.2,2023-10-18 13:50:36,2023-10-18 13:50:53,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.03,2023-10-19 13:31:06,2023-10-19 13:31:26,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.09666666667,2023-10-19 13:52:34,2023-10-19 14:08:35,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.02,2023-10-19 15:01:32,2023-10-19 15:05:21,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.2666666667,2023-10-19 17:56:51,2023-10-19 18:00:16,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.6,2023-10-20 8:37:01,2023-10-20 8:39:58,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,1,2023-10-20 8:48:11,2023-10-20 8:51:16,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.1333333333,2023-10-20 8:50:34,2023-10-20 8:51:16,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.3333333333,2023-10-20 8:50:36,2023-10-20 8:51:16,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.1393,2023-10-20 8:51:39,2023-10-20 8:57:50,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,2,2023-10-20 9:54:30,2023-10-20 9:56:54,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.4,2023-10-20 14:24:57,2023-10-20 14:40:22,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,8,2023-10-23 9:17:03,2023-10-23 9:20:30,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,1,2023-10-23 14:52:03,2023-10-23 14:55:49,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,1.333333333,2023-10-23 15:07:50,2023-10-23 15:10:16,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.1333333333,2023-10-24 8:13:09,2023-10-24 8:15:40,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.4666666667,2023-10-24 10:03:56,2023-10-24 10:07:00,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.3666666667,2023-10-24 11:13:02,2023-10-24 11:15:12,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.4666666667,2023-10-24 15:03:09,2023-10-24 15:07:25,LOWER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.2333333333,2023-11-03 10:01:49,2023-11-03 10:04:34,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,0.3,2023-11-08 13:31:26,2023-11-08 13:36:28,UPPER,-0.5,0.5
c66fa855-695a-4090-b6a6-bc048373b31d,67640,1,30,2023-11-08 13:31:28,2023-11-08 13:36:28,LOWER,-0.5,0.5
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,78.5677,2023-10-16 19:46:19,2023-10-17 13:34:42,UPPER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,6.333333333,2023-10-17 13:43:19,2023-10-17 15:49:09,UPPER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,40,2023-10-17 14:23:34,2023-10-17 19:29:59,UPPER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,10,2023-10-18 12:32:39,2023-10-18 12:32:50,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,4,2023-10-18 12:48:23,2023-10-18 12:55:51,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,26.66666667,2023-10-18 13:33:36,2023-10-18 13:45:47,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,4.333333333,2023-10-18 13:50:34,2023-10-18 14:00:36,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,36.66666667,2023-10-19 13:31:04,2023-10-19 13:43:44,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,16.66666667,2023-10-19 13:52:34,2023-10-19 14:08:35,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,0.1333333333,2023-10-20 8:48:36,2023-10-20 8:50:34,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,0.6666666667,2023-10-20 8:50:36,2023-10-20 8:51:16,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,2.333333333,2023-10-20 14:24:59,2023-10-20 14:25:12,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,16.66666667,2023-10-23 9:17:04,2023-10-23 9:17:23,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,3,2023-10-23 14:52:05,2023-10-23 14:52:24,LOWER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,50,2023-11-08 13:31:28,2023-11-08 13:31:35,UPPER,-6.66,7.34
1c3c202f-c607-42fd-9054-28af70267e9e,67640,0,50.3095,2023-11-08 13:32:12,2023-11-08 13:36:28,UPPER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,78.5677,2023-10-16 19:51:44,2023-10-17 13:34:42,UPPER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,6.333333333,2023-10-17 13:43:19,2023-10-17 15:49:09,UPPER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,40,2023-10-17 14:23:34,2023-10-17 15:49:09,UPPER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,10,2023-10-18 12:32:39,2023-10-18 12:32:50,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,4,2023-10-18 12:48:23,2023-10-18 12:55:51,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,26.66666667,2023-10-18 13:33:36,2023-10-18 13:45:47,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,4.333333333,2023-10-18 13:50:34,2023-10-18 14:00:36,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,36.66666667,2023-10-19 13:31:04,2023-10-19 13:43:44,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,16.66666667,2023-10-19 13:52:34,2023-10-19 14:08:35,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,0.1333333333,2023-10-20 8:48:36,2023-10-20 8:50:34,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,0.6666666667,2023-10-20 8:50:36,2023-10-20 8:51:16,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,2.333333333,2023-10-20 14:24:59,2023-10-20 14:25:12,LOWER,-6.66,7.34
c66fa855-695a-4090-b6a6-bc048373b31d,67640,0,16.66666667,2023-10-23 9:17:04,2023-10-23 9:17:23,LOWER,-6.66,7.34
